COMUNA,NOMBRE,PARTIDO,PACTO,RELECCIÓN,AÑOS EN EL CARGO,PERIODOS COMO ALCALDE,CANDIDATURAS ANTERIORES * ,FACEBOOK,TWITTER
La Reina,RAUL DONCKASTER,DC,Concertación,No,0,Ninguno,No,http://www.facebook.com/RaulDonckasterAlcaldeDeLaReina2012,Rauldonckaster
La Serena,MARCELO CASTAGNETO,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/marcelo.castagneto.9?fref=ts,Castagneto2012
La Serena,PEDRO BELLO,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/PEDROBELLOALCALDE?fref=ts,Pedrobellob
La Serena,ROBERTO JACOB,PRSD,Por un Chile Justo,No,0,Ninguno,2000,https://www.facebook.com/rjacobalcade,Jacob_Alcalde
La Serena,LUCIANO ESQUIVEL,IND,Sin Pacto,No,0,Ninguno,No,,
La Unión,MARIA ANGELICA ASTUDILLO ,PPD,Por un Chile Justo,No,4,2004-2008,"2004, 2008",,
La Unión,ROBERTO GROB,RN,Coalición,No,0,Ninguno,No,,
Lago Ranco,MIGUEL ANGEL MEZA,RN,Coalición,No,0,Ninguno,No,,
Lago Ranco,SANTIAGO ROSAS ,DC,Concertación,Sí,12,2000-2012,"2000, 2004, 2008",,Santiagorosasl
Lago Verde,GASPAR ALDEA,PS,Concertación,Sí,8,2004 - 2012,"2002, 2004, 2008",,
Lago Verde,NELSON OPAZO,UDI,Coalición,No,0,Ninguno,2008,,
Lago Verde,RODRIGO GARCIA,PRI,Regionalistas e Independientes,No,0,Ninguno,No,,
Lago Verde,WOLFANG NESERKE ,IND,Sin Pacto,No,0,Ninguno,No,,
Laguna Blanca,LUIS SILVA ,IND,Sin Pacto,No,0,Ninguno,2008,,
Laguna Blanca,RICARDO RITTER,UDI,Coalición,Sí,18,1994- 2012,"1992, 1996, 2000, 2004",,
Laja,VLADIMIR FICA,IND,Coalición,Sí,4,2008 - 2012,"2004, 2008",,
Laja,JOSE PINTO,PS,Concertación,No,16,1992 - 2008,"1992, 1996, 2000, 2004, 2008",,
Lampa,CARLOS ESCOBAR ,DC,Concertación,No,16,1992-2004,"1992, 1996, 2000, 2004, 2008",,Estoycontig0
Lampa,DORIAN GODOY,IND,El cambio por ti,No,0,Ninguno,No,,
Lampa,GRACIELA ORTUZAR,RN,Coalición,Sí,4,2008-2012,"2004, 2008",,Gracielaortuzar
Lampa,RICARDO DIAZ,IND,Sin Pacto,No,0,Ninguno,2000,https://www.facebook.com/DiazAlcaldeIndependientePorLampa/timeline?filter=3,
Lampa,JOSÉ CACERES,IND,Sin Pacto,No,0,Ninguno,No,,
Lanco,LUIS CUVERTINO ,PS,Concertación,Sí,14,1992-1994/ 1996-2000/ 2004-2012,"1992, 1996, 2000, 2004, 2008",,
Lanco,ROLANDO PEÑA,RN,Coalición,No,0,Ninguno,No,,
Las Cabras,ALEJANDRO VALENZUELA,PPD,Por un Chile Justo,No,0,Ninguno,2006,https://www.facebook.com/alejandro.valenzuelasanhueza.7?fref=ts,
Las Cabras,BRAULIO CATALAN,IND,Sin Pacto,No,0,Ninguno,No,,
Las Cabras,RIGOBERTO LEIVA,UDI,Coalición,No,0,Ninguno,2000,,
Las Cabras,JAIME FABIA ,IND,Sin Pacto,Sí,8,2004-2012,"2000, 2004, 2008",,
Las Cabras,RUBI CABRERA,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/rubicabrera.alcaldesadelascabras,
Las Condes,FRANCISCO DE LA MAZA,UDI,Coalición,Sí,8,2004-2012,1992-1996-2000-2004-2008,,
Las Condes,LUCAS BLASET ,IND,Regionalistas e Independientes,No,0,Ninguno,No,https://www.facebook.com/pages/Lucas-Blaset/31098851808,Lucasblaset
Las Condes,SANTIAGO ALBORNOZ,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/santiagoalbornoz.alcaldexlascondes,santiagoalcalde
Lautaro,ANDRES ETCHARREN ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/andresetcharrenwhite,etcharren2012
Lautaro,FERNANDO GRUNEWALDT,PRI,Regionalistas e Independientes,No,0,Ninguno,1996,https://www.facebook.com/fernandogrunewaldtmillapan.candidatoalcalde,
Lautaro,HUGO SALAZAR,IND,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/HSalcaldeparalautaro,Hugoconcejal
Lautaro,JULIO CESAR VALVERDE,UDI,Coalición,No,0,Ninguno,No,,
Lautaro,MIGUEL JARAMILLO,PPD,Por un Chile Justo,No,0,Ninguno,"1992, 1996, 2000",,
Lebu,ARISTIDES POBLETE,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/AristidesPoblete2012,Apoblete2012
Lebu,CARLOS GONZALEZ,PS,Concertación,Sí,8,2004 - 2012,"2004, 2008",,
Lebu,CRISTIAN PEÑA ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/pages/Cristian-Pe%C3%B1a-Morales-ALCALDE/166413986749764,CristianAbel
Licantén,HECTOR QUIERO,UDI,Coalición,Sí,4,2008 - 2012,"1996, 2000, 2004, 2008",,
Licantén,HECTOR REYES,PS,Concertación,No,16,1992 - 2008,"1992, 1996, 2000, 2004, 2008",,
Licantén,MARCELO FERNANDEZ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/MarceloFernandezMiProyectoEresTu,
Limache,ARCHIBALDO ARELLANO ,PRSD,Por un Chile Justo,No,0,Ninguno,No,https://www.facebook.com/ArchibaldoArellanoAlcalde2013,ArchiArellano
Limache,DANIEL MORALES,IND,Coalición,No,0,Ninguno,No,,Danielmoralese
Linares,RODRIGO HERMOSILLA,PS,Concertación,No,4,2004-2008,"2004, 2008",https://www.facebook.com/RodrigoHermosillaAlcalde,
Linares,ROLANDO RENTERIA,UDI,Coalición,Sí,4,2008-2012,"2000, 2008",,Alcaldelinares
Litueche,JOSE BERNARDO CORNEJO,DC,Concertación,Sí,8,2004-2012,"2004, 2008",,
Litueche,RENE ACUÑA ,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/pages/Rene-Santiago-Acu%C3%B1a-Echeverria/226803880750667,
Llanquihue,INGRID SCHETTINO ,UDI,Coalición,No,0,Ninguno,No,,
Llanquihue,JUAN VASQUEZ,PS,Concertación,Sí,4,2008 - 2012,2008,https://www.facebook.com/Vasquez.2012,JFVasquez2012
Llay-Llay,MARIO MARILLANCA ,DC,Concertación,Sí,8,2004 - 2012,"2000, 2004, 2008",,
Llay-Llay,MARCO FLORES,IND,Coalición,No,0,Ninguno,No,https://www.facebook.com/pages/Marco-Flores-Alcalde-Llay-Llay-2012/335167926572052,
Lo Barnechea,ATILIO HERRERA,IND,Igualdad para Chile,No,0,Ninguno,No,https://www.facebook.com/atilio.t.herrera,Atilio_Herrera
Lo Barnechea,CARLOS COFRE,PH,Más Humanos,No,0,Ninguno,No,,
Lo Barnechea,CONSUELO REBOLLEDO ,PPD,Por un Chile Justo,No,0,Ninguno,No,,Consuerebolledo
Lo Barnechea,FELIPE GUEVARA,RN,Coalición,Sí,4,2008 - 2012,2008,,
Lo Espejo,MIGUEL ANGEL BRUNA ,PPD,Por un Chile Justo,No,0,Ninguno,No,https://www.facebook.com/pages/Miguel-Bruna-Alcalde-2012/257579477656979,
Lo Espejo,JUAN DROGUETT,PRI,Regionalistas e Independientes,No,0,Ninguno,No,https://www.facebook.com/jdroguettalcalde2012,droguettalcalde
Lo Espejo,JUAN ZAMBRANO,PRO,El cambio por ti,No,0,Ninguno,No,,Zambrano_2012
Lo Espejo,ANDRES GARCIA DE LA HUERTA,IND,Más Humanos,No,0,Ninguno,No,https://www.facebook.com/GarciadelaHuertaAlcalde2012,
Lo Espejo,RAUL ARROYO,IND,Igualdad para Chile,No,0,Ninguno,2008,,
Lo Espejo,RODRIGO GONZALEZ ,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/rodrigogonzalezceron,rgonzalezceron
Lo Prado,CAMILO MORAN ,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/CamiloMoranSepulveda,Camilomoran
Lo Prado,GONZALO NAVARRETE,PPD,Por un Chile Justo,Sí,8,2004-2012,2004-2008,,gon_navarrete
Lolol,ENRIQUE ULLOA,RN,Coalición,No,0,Ninguno,No,,
Lolol,JOSE MORALES ,IND,Concertación,No,8,2000-2008,"1992, 1996, 2000, 2004, 2008",,
Lolol,MARCO MARIN,IND,Sin Pacto,Sí,4,2008-2012,2008,https://www.facebook.com/MarcoMarinRodriguezAlcalde20122016Oficial,
Loncoche,JUAN INZUNZA ,PS,Concertación,No,0,Ninguno,"1992, 1996",,
Loncoche,RICARDO PEÑA,RN,Coalición,Sí,8,2004 - 2012,"2000, 2004, 2008",,
Longaví,CRISTIÁN MENCHACA,UDI,Coalición,Sí,8,2000 - 2004 / 2008 - 2012,"1996, 2000, 2004, 2008",https://www.facebook.com/CristianMenchacaAlcalde2012,Menchaca_news
Longaví,RICARDO LATRACH,IND,Sin Pacto,No,0,Ninguno,2000,,
Longaví,GUILLERMO MARIO BRIONES,PPD,Por un Chile Justo,No,12,1992 - 2000 / 2004 - 2008,"1992, 1996, 2000, 2004, 2008",,
Longaví,ROLANDO ROMERO ,PRI,Regionalistas e Independientes,No,0,Ninguno,No,,
Lonquimay,NIBALDO ALEGRIA ,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/NibaldoAlegria2012,N_Alegria2012
Lonquimay,GUIDO BARRIA,IND,Coalición,No,6,1994- 2000,"1992, 1996, 2000, 2008",,
Los Alamos,FEIZAL AZAT,IND,Sin Pacto,No,8,1992-2000,"1992, 1996, 2004",http://www.facebook.com/feizal.azatgazale,
Los Alamos,JORGE FUENTES,UDI,Coalición,No,0,Ninguno,No,http://www.facebook.com/jorge.fetis,Jfuentesf
Los Alamos,JULIO ALDANA,PS,Concertación,No,0,Ninguno,No,http://www.facebook.com/juliohumberto.aldanachavez,
Los Alamos,LAUTARO MELITA ,IND,Más Humanos,Sí,12,2000-2012,"2000, 2004, 2008",,
Los Alamos,PASCUAL SAGREDO,IND,Sin Pacto,No,0,Ninguno,2008,,pascualsagredo
Los Andes,GUILLERMO HURTADO,UDI,Coalición,No,0,Ninguno,No,http://www.facebook.com/hurtadocalderon,Memohurtadogana
Los Andes,MAURICIO NAVARRO,DC,Concertación,Sí,4,2008-2012,2008,http://www.facebook.com/mauriciof.navarros,Mfns2010
Los Andes,MOISES ZAMORANO ,IND,El cambio por ti,No,0,Ninguno,No,http://www.facebook.com/moises.zamorano,
Los Ángeles,EDUARDO BORGOÑO,UDI,Coalición,No,0,Ninguno,2000,http://www.facebook.com/pages/NACE-UN-NUEVO-ALCALDE-EDUARDO-BORGO%C3%91O/213664705319114?fref=ts,
Los Ángeles,CRISTOBAL URRUTICOECHEA,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/cristobalur,cristobal2012LA
Los Ángeles,ESTEBAN KRAUSE ,PRSD,Por un Chile Justo,No,0,Ninguno,No,http://www.facebook.com/EstebanKrauseAlcalde,Krausealcalde
Los Lagos,CLAUDIO ESCOBAR ,PRI,Regionalistas e Independientes,No,0,Ninguno,No,http://www.facebook.com/claudio.candidatoalcalde,
Los Lagos,CRISTIAN WEISSE,UDI,Coalición,No,0,Ninguno,No,,
Los Lagos,SIMON MANSILLA,PS,Concertación,No,16,1992 - 2008,"1992, 1996, 2000, 2004, 2008",,
Los Lagos,SAMUEL TORRES,IND,Sin Pacto,Sí,4,2008 - 2012,"2000, 2008",http://www.facebook.com/samueltorres.alcalde,
Los Lagos,ALEJANDRO SANTA MARIA,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/santamaria.alcalde,
Los Lagos,HUGO CERNA,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/victorhugo.cernaulloa.1?ref=ts&fref=ts,
Los Muermos,EMILIO GONZALEZ,UDI,Coalición,Sí,8,2004 - 2012,"2004, 2008",https://www.facebook.com/emiliogonzalezalcalde?ref=ts&fref=ts,
Los Muermos,JULIAN GONZALEZ ,PRSD,Por un Chile Justo,No,0,Ninguno,"1996, 2000",,
Los Muermos,ELIZARDO SANTANA,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/elizardosantana.alcaldedelosmuermos?ref=ts&fref=ts,Elizardosantana
Los Muermos,GUIDO TORRES,IND,Sin Pacto,No,0,Ninguno,No,,
Los Sauces,GASTON MELLA ,UDI,Coalición,No,0,Ninguno,2008,https://www.facebook.com/gaston.mellaarzola?ref=ts&fref=ts,
Los Sauces,RAMÓN VILCHES,DC,Concertación,Sí,12,´2000 - 2012,"1996, 2000, 2004, 2008",,
Los Sauces,ISMAEL PINOLEO,PRO,El cambio por ti,No,0,Ninguno,No,,
Los Vilos,AUGUSTO GIANGRANDI,IND,Coalición,No,0,Ninguno,No,https://www.facebook.com/augustogiacomo.giangrandi,
Los Vilos,JULIO ROJOS ,DC,Concertación,No,0,Ninguno,No,,Jarojos
Los Vilos,MANUEL MARCARIAN,IND,Sin Pacto,No,0,Ninguno,"2000, 2008",https://www.facebook.com/manuel.marcarian?ref=ts&fref=ts,
Lota,JORGE VENEGAS,MAS,Más Humanos,Sí,12,1992-2000/2008-2012,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/jorge.venegastroncoso.9?ref=ts&fref=ts,
Lota,JOSE MIGUEL ARJONA ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/josemiguel.arjonaballesteros,
Lota,MARIA ANGELICA HUERTA,PS,Concertación,No,0,Ninguno,No,,
Lota,PATRICIO MARCHANT,IND,Regionalistas e Independientes,No,8,2000-2008,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/patricio.marchantulloa?ref=ts&fref=ts,
Lumaco,ALEJANDRO FUENTES ,IND,Regionalistas e Independientes,No,0,Ninguno,"2000, 2008",https://www.facebook.com/candidato.alejandrofuentesinostroza?ref=ts&fref=ts,
Lumaco,MANUEL PAINIQUEO,PS,Concertación,Sí,8,2004-2012,"2000, 2004, 2008",https://www.facebook.com/manuel.painiqueo,Alcaldelumaco
Lumaco,NALLIP ISMAIL,IND,Sin Pacto,No,0,Ninguno,"1992, 1996, 2000",https://www.facebook.com/nallip.sandoval,
Machalí,JORGE PEREZ ,IND,Regionalistas e Independientes,No,0,Ninguno,No,https://www.facebook.com/jorgeantonio.perezmarin?ref=ts&fref=ts,Perezmarinjorge
Machalí,JOSE URRUTIA,UDI,Coalición,Sí,4,2008 - 2012,"1992, 1996, 2008",,
Machalí,MARIA BUSTOS,PS,Concertación,No,0,Ninguno,2008,https://www.facebook.com/mariabustos.alcaldesa,
Macul,CARMEN CALDERON ,IND,Regionalistas e Independientes,No,0,Ninguno,"1992, 1996, 2000",https://www.facebook.com/carmencalderonmacul,
Macul,GONZALO MONTOYA,PRO,El cambio por ti,No,0,Ninguno,No,www.facebook.com/gonzalo.alcalde.macul,Montoyalcalde
Macul,UBALDO CONCHA,IND,Sin Pacto,No,0,Ninguno,1996,,
Macul,RAPHAEL SALABERRY,UDI,Coalición,No,0,Ninguno,No,es-la.facebook.com/alcaldedemacul.raphaelsalaberry,Salaberryrapha
Macul,SERGIO PUYOL,DC,Concertación,Sí,´20,1992 - 2012,"1992, 1996, 2000, 2004, 2008",,Alcaldepuyol
Máfil,CLAUDIO SEPULVEDA ,PPD,Por un Chile Justo,No,0,Ninguno,No,,
Máfil,MOIRA HENZI,UDI,Coalición,Sí,4,2008 - 2012,2008,,
Máfil,AMADO RIVERA,PH,Más Humanos,No,0,Ninguno,No,,
Máfil,ALVARO GOMEZ,PEV,El cambio por ti,No,0,Ninguno,No,,Aegconcha
Maipú,JOAQUIN LAVIN LEON ,IND,Coalición,No,0,Ninguno,No,https://www.facebook.com/pages/Joaqu%C3%ADn-Lav%C3%ADn-Le%C3%B3n/332449866830008,Jlavin2012
Maipú,CHRISTIAN VITTORI ,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/pages/Christian-Vittori-sabe-de-Maip%C3%BA-Christian-Vittori-Alcalde-2012/432403483456113,Alcalde_Maipu
Maipú,CLAUDIA MIX ,MAS,Más Humanos,No,0,Ninguno,No,https://www.facebook.com/Claudiamixmaipu2012,Claudia_Mix
Maipú,PEDRO ALBORNOZ,IND,Regionalistas e Independientes,No,0,Ninguno,No,,
Malloa,JORGE MEDINA ,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/pages/Jorge-Medina-Alcalde/342425612498157,
Malloa,LUIS BARRA,PPD,Por un Chile Justo,Sí,12,1996-2004 / 2008-2012,"1996, 2000, 2004, 2008",https://www.facebook.com/luis.barraalcalde,
Malloa,ARTURO CAMPOS,IND,Sin Pacto,No,0,Ninguno,2008,https://www.facebook.com/arturo.campos.35762,
Marchihue,HECTOR FLORES ,UDI,Coalición,Sí,8,2004-2012,"2000, 2004, 2008",,
Marchihue,MARIO ROJAS,PPD,Por un Chile Justo,No,0,Ninguno,No,,
María Elena,JAVIER HENRIQUEZ ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/JavierHenriquezAlcaldeMariaElena2012,
María Elena,JORGE GODOY,PS,Concertación,Sí,4,2008-2012,"1996, 2008",,
María Elena,OMAR NORAMBUENA,IND,Coalición,No,0,Ninguno,No,,
María Elena,SANTIAGO LAMBERT,IND,Chile está en otra,No,12,1996-2008,"1996, 2000, 2004",,
María Pinto,CESAR ARAOS,UDI,Coalición,Sí,4,2008 - 2012,2008,,
María Pinto,EDUARDO AGUIRRE ,PS,Concertación,No,0,Ninguno,No,,
María Pinto,JUAN SEPULVEDA,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/juanmiguelsepulveda2012,
Mariquina,ERWIN PACHECO ,DC,Concertación,No,4,2004 - 2008,"2004, 2008",https://www.facebook.com/ERWIN.PACHECO.ALCALDE.MARIQUINA,PACHECOALCALDE
Mariquina,GUILLERMO MITRE,RN,Coalición,Sí,16,1992 - 2004 / 2008 - 2012,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/people/Guillermo-Rolando-Mitre-Alcalde/1304136810,
Maule,EUGENIO PRIETO ,IND,Más Humanos,No,0,Ninguno,2008,,
Maule,IVAN RIVEROS,IND,Coalición,Sí,4,2008 - 2012,"1996, 2000, 2008",,alcaldeiriveros
Maule,LUIS VASQUEZ,DC,Concertación,No,0,Ninguno,No,,
Maullín,ALFONSO GUERRERO,UDI,Coalición,No,0,Ninguno,2008,,
Maullín,JORGE WESTERMEIER ,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/democraciacristianamaullin,Jjwestermeier
Maullín,HARDY DIMTER,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/hardydimteralcalde,
Mejillones,MARCELINO CARVAJAL,PPD,Por un Chile Justo,Sí,20,1992-2012,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/marcelino.carvajalferreira,
Mejillones,ROLANDO CORTES,RN,Coalición,No,0,Ninguno,2008,,Roli_Cortes_Mej
Mejillones,SERGIO VEGA ,IND,Sin Pacto,No,0,Ninguno,2008,https://www.facebook.com/sergiovega.alcaldemejillones,
Melipeuco,EDUARDO NAVARRETE,UDI,Coalición,Sí,8,2000-2004/ 2008-2012,"2000, 2004, 2008",,
Melipeuco,JUAN CARLOS ESPINOZA ,IND,Concertación,No,4,1996-2000,"1992, 1996, 2000, 2008",,
Melipilla,KARINA OLIVA ,MAS,Más Humanos,No,0,Ninguno,No,,
Melipilla,NELSON RETAMALES,IND,Sin Pacto,No,0,Ninguno,2004,,
Melipilla,MARIO GEBAUER,PPD,Por un Chile Justo,Sí,4,2008 - 2012,2008,https://www.facebook.com/mariogebauerb,Mariogebauer
Melipilla,PAULA GARATE,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/paulagaratealcaldesa,Paulamelipilla
Molina,OMAR MONDACA,PH,Más Humanos,No,0,Ninguno,No,http://www.facebook.com/OmarMondacaAlcalde,OMondacaMolina
Molina,ELIAS GONZALEZ ,IND,Sin Pacto,No,0,Ninguno,No,,
Molina,JUAN BARRERA,IND,Regionalistas e Independientes,No,0,Ninguno,No,http://www.facebook.com/JuanBarreraCorrea,JuanBarrera2012
Molina,MIRTHA SEGURA,UDI,Coalición,Sí,12,1996 - 2004 / 2008 - 2012,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/MirthaSegura2012,
Molina,PRISCILA CASTILLO,DC,Concertación,No,0,Ninguno,No,http://www.facebook.com/pages/Priscilla-Castillo-Gerli-Candidata-Alcaldesa-Molina-2012/132122943576645,Castillogerli
Monte Patria,IVON GUERRA ,UDI,Coalición,No,0,Ninguno,2008,http://www.facebook.com/IvonGuerraAlcaldesa2012,Ivonguerra2012
Monte Patria,JUAN CASTILLO,DC,Concertación,Sí,20,1992 - 2012,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/juan.boilet,
Mostazal,HECTOR ESPINOSA,PH,Más Humanos,No,0,Ninguno,"1996, 2000",http://www.facebook.com/hespinosa2,
Mostazal,MIRENCHU BEITIA,DC,Concertación,No,8,2000-2008,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/mirenchu.beitianavarrete,Mirenchu2012
Mostazal,SERGIO MEDEL,UDI,Coalición,Sí,4,2008-2012,"2004, 2008",http://www.facebook.com/alcalde.sergiomedelacosta,
Mulchén,FRANCISCO JARA,UDI,Coalición,Sí,16,1996-2012,"1996, 2000, 2004, 2008",http://www.facebook.com/Franciscojaraalalcade,
Mulchén,JORGE RIVAS ,DC,Concertación,No,0,Ninguno,No,http://www.facebook.com/concejaljorgerivas,Jorgerivas_2012
Nacimiento,GUSTAVO VALDEBENITO,IND,Más Humanos,No,0,Ninguno,1992,http://www.facebook.com/gustavo.valdebenito.75,
Nacimiento,HUGO INOSTROZA,PPD,Por un Chile Justo,No,0,Ninguno,No,,
Nacimiento,VICTOR CAMPOS,RN,Coalición,No,0,Ninguno,"1992, 2000, 2004",http://www.facebook.com/VictorCamposAlcalde2012,ConcejalVictorC
Nacimiento,IVONNE MORALES,IND,Sin Pacto,No,0,Ninguno,No,,
Nancagua,LUIS ORELLANA,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/luis.orellanavalenzuela.5,
Nancagua,TATIANA RAMIREZ ,IND,Concertación,No,0,Ninguno,No,,
Nancagua,WILSON DUARTE,IND,Coalición,No,0,Ninguno,No,https://www.facebook.com/pages/Wilson-Duarte/511966912151597,
Nancagua,HUGO ARIAS,IND,Sin Pacto,No,0,Ninguno,"1992, 1996",https://www.facebook.com/hugoarias.nancagua,
Natales,FERNANDO PAREDES,UDI,Coalición,Sí,4,2008 - 2012,2008,https://www.facebook.com/sigamos.pormas,fdoparedes
Natales,MARIA ISABEL SANCHEZ ,DC,Concertación,No,0,Ninguno,No,,Kaweskar1
Navidad,LUIS FAJARDO,IND,Coalición,No,0,Ninguno,No,https://www.facebook.com/LuisFajardoCandidatoAlcaldePorNavidad,Fajardoxnavidad
Navidad,MARIO GONZALEZ ,DC,Concertación,No,0,Ninguno,"1992, 1996, 2000",https://www.facebook.com/gonzalezsoto.mario.alcalde,
Navidad,HORACIO MALDONADO,IND,Sin Pacto,Sí,16,1996-2008,"1992, 1996, 2000, 2004, 2008",,
Negrete,EDWIN VON JENTSCHYK ,PS,Concertación,Sí,12,2000-2012,"1996, 2000, 2004, 2008",,
Negrete,VICTORIANO SAEZ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/VictorianoSaez,
Negrete,JAVIER MELO,IND,Sin Pacto,No,0,Ninguno,2008,,
Negrete,FLAVIA BERATTO,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/flaviaberattocontadorproximaalcaldesadenegrete,
Negrete,HERNAN SANDOVAL,RN,Coalición,No,0,Ninguno,"1992, 1996, 2000",https://www.facebook.com/hernansandovalalcaldenegrete,
Ninhue,CARMEN BLANCO,RN,Coalición,No,4,2004-2008,"2000, 2004",https://www.facebook.com/carmenblanco.alcaldesa,
Ninhue,LUIS MOLINA ,DC,Concertación,Sí,4,2008-2012,2004-2008,https://www.facebook.com/luismolinaalcalde,
Ñiquén,DOMINGO GARRIDO,PPD,Por un Chile Justo,Sí,12,2000 - 2012,"1996, 2000, 2004, 2008",https://www.facebook.com/domingoantoniogarridotorres,
Ñiquén,HERNAN SEPULVEDA ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/hernansepulvedaalcaldexñiquen,Nancho_Sepulved
Ñiquén,MANUEL PINO,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/manuelpinoalcaldeporñiquen,
Nogales,JORGE SAAVEDRA ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/jorgeoscarsaavedragarrido,
Nogales,MARGARITA OSORIO,IND,Coalición,No,0,Ninguno,No,https://www.facebook.com/margaritaosoriopizarro,
Nogales,OSCAR CORTES,DC,Concertación,Sí,12,2000 - 2012,"1996, 2000, 2004, 2008",https://www.facebook.com/oscarcortespuebla-alcalde2012,
Nueva Imperial,HECTOR URBINA,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/hectordomingourbinaaravena,
Nueva Imperial,MANUEL SALAS ,DC,Concertación,Sí,16,1996 - 2012,"1992, 1996, 2000, 2004, 2008",,
Nueva Imperial,MARIO HUEICHAPAN,IND,Sin Pacto,No,0,Ninguno,No,,
Ñuñoa,JUAN CARLOS GÁLVEZ,PH,Más Humanos,No,0,Ninguno,No,https://www.facebook.com/juancarlosgalvez,Juancarlosgalv
Ñuñoa,MATIAS MLYNARZ,IND,Igualdad para Chile,No,0,Ninguno,No,http://www.facebook.com/matiasmlynarz,MatiasMlynarz/
Ñuñoa,MAYA FERNANDEZ ,PS,Concertación,No,0,Ninguno,No,http://www.facebook.com/mayaxnunoa,Mayafernandeza
Ñuñoa,PEDRO SABAT,RN,Coalición,Sí,16,1996-2012,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/quesigasabat,pedro_sabat
O'Higgins,JOSE FICA,IND,Regionalistas e Independientes,Sí,16,1992-1996/2000-2012,"1992, 1996, 2000, 2004, 2008",,
O'Higgins,MARTA MONTIEL ,IND,Por un Chile Justo,No,0,Ninguno,No,,
O'Higgins,WALDO RIOS,UDI,Coalición,No,0,Ninguno,No,,
O'Higgins,ROBERTO RECABAL,IND,Sin Pacto,No,0,Ninguno,2008,,
Olivar,MARIA MONTERO,IND,Coalición,Sí,16,1996-2012,"1996, 2000, 2004, 2008",,
Olivar,PRAXEDES PEREZ ,PS,Concertación,No,0,Ninguno,2008,,
Olivar,JORGE PEÑA,IND,Sin Pacto,No,0,Ninguno,No,,
Ollagüe,CARLOS ANZA ,CH1,Chile está en otra,No,0,Ninguno,No,https://www.facebook.com/carlospatricioanzamuñoz,
Ollagüe,CARLOS REYGADAS,UDI,Coalición,No,8,2000 - 2008,"1996, 2000, 2004, 2008",,
Ollagüe,JOSE CID,PPD,Por un Chile Justo,Sí,4,2008 - 2012,"2000, 2004, 2008",,
Olmué,MACARENA SANTELICES ,IND,Coalición,No,0,Ninguno,No,https://www.facebook.com/macarenasantelicescañas,Macasante
Olmué,TOMAS ARANDA,DC,Concertación,Sí,16,1996 - 2008,"1992, 1996, 2000, 2004, 2008",,
Olmué,RAMON FRES,IND,Regionalistas e Independientes,No,0,Ninguno,No,,
Osorno,JAIME BERTIN,DC,Concertación,No,0,Ninguno,"1992, 2008",https://www.facebook.com/yoapoyoajaimebertin,Jaimebertin
Osorno,JORGE TEJEDA ,PRI,Regionalistas e Independientes,No,0,Ninguno,No,https://www.facebook.com/jorgetejedaroa,jtejedaroa
Osorno,MARIA CECILIA UBILLA,UDI,Coalición,No,0,Ninguno,1992,https://www.facebook.com/ceciliaubilla-alcaldesadeosorno2012,Ceciliaubilla
