COMUNA,NOMBRE,PARTIDO,PACTO,RELECCIÓN,AÑOS EN EL CARGO,PERIODOS COMO ALCALDE,CANDIDATURAS ANTERIORES * ,FACEBOOK,TWITTER
Timaukel,FERNANDO CALLAHAN,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/fernandocallahangiddings,Timaukel2012
Timaukel,JULIA GALLARDO,PS,Concertación,No,0,Ninguno,No,https://www.facebook.com/juliagallardobustamante,
Tirúa,JOSE ANIÑIR ,RN,Coalición,Sí,4,2008 - 2012,"2000, 2008",,
Tirúa,SANTO REINAO,PPD,Por un Chile Justo,No,0,Ninguno,No,http://www.facebook.com/santoreinao.alcalde,
Tirúa,ADOLFO MILLABUR,IND,Sin Pacto,No,12,1996 - 2008 ,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/adolfo.nancuil,
Tirúa,PABLO ALARCON,IND,Sin Pacto,No,0,Ninguno,No,http://facebook.com/pabloalarconmachuca,
Tocopilla,OSVALDO VILLACORTA,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/osvaldovillacorta.candidatoalcaldetocopilla,
Tocopilla,FERNANDO SAN ROMAN,IND,El cambio por ti,No,0,Ninguno,2008,http://www.facebook.com/fernandosanromantocopilla,Sanromantoco
Tocopilla,GIOVANNA ROSSI ,IND,Coalición,No,0,Ninguno,2004,http://www.facebook.com/giovanna.rossibizjak,
Tocopilla,HUGO HERRERA,IND,Sin Pacto,No,0,Ninguno,"2000, 2008",,
Tocopilla,JORGE PERALTA,DC,Concertación,No,0,Ninguno,No,http://www.facebook.com/jorgeperalta.alcalde,
Tocopilla,LUIS MOYANO ,IND,Sin Pacto,Sí,8,2004 - 2012,"1992, 1996, 2000,2004, 2008",,
Toltén,ALEJANDRO BELTRAN ,DC,Concertación,No,0,Ninguno,2008,,
Toltén,RAFAEL GARCIA,UDI,Coalición,Sí,12,2000 - 2012,"2000, 2004, 2008",http://www.facebook.com/rafael.ferlice,
Toltén,SANDRA ALFARO ,PRO,El cambio por ti,No,0,Ninguno,No,http://es-la.facebook.com/sandra.candidataalcaldiatolten,
Tomé,IVONNE RIVAS ,DC,Concertación,No,0,Ninguno,2000,http://www.facebook.com/pages/Que-Ivonne-Rivas-Ortiz-sea-la-proxima-alcaldesa-de-Tome/139718302733555,Ivonnerivas1
Tomé,PATRICIO LARA,IND,Sin Pacto,No,0,Ninguno,2008,http://www.facebook.com/pages/Patricio-Lara-proximo-ALCALDE-PARA-TOME/133971719973589?sk=info,
Tomé,LARRY SANDOVAL,IND,Coalición,No,0,Ninguno,1992,http://facebook.com/larrysandoval.alcaldedetome,larrysandovall
Tomé,LUCIANO SILVA,IND,Sin Pacto,No,0,Ninguno,2008,http://www.facebook.com/luciano.s.mora,
Tomé,LUIS MOLINO,IND,Sin Pacto,No,0,Ninguno,No,,
Torres del Payne,ANAHI CARDENAS,IND,Coalición,Sí,4,2008-2012,2008,,
Torres del Payne,MARCELA CARDENAS ,IND,Sin Pacto,No,0,Ninguno,2008,,
Tortel,BERNARDO LOPEZ ,PPD,Por un Chile Justo,Sí,8,2004-2012,"1996, 2000, 2004, 2008",http://facebook.com/alcalde.b.lopez,
Tortel,LINDOR LOPEZ,RN,Coalición,No,0,Ninguno,No,,
Traiguén,ROLANDO FLORES,UDI,Coalición,No,0,Ninguno,2008,,
Traiguén,LEONEL BELTRAN,PRO,El cambio por ti,No,4,1992 - 1996,"1992, 1996, 2000, 2004, 2008",,
Traiguén,LUIS ALVAREZ,IND,Sin Pacto,No,12,1996 - 2004,"1992, 1996, 2000, 2004",,
Traiguén,RIGOBERTO OSSES,IND,Por un Chile Justo,Sí,4,2008-2012,"1992, 1996, 2008",http://www.facebook.com/sigamosconosses.traiguen,
Trehuaco,FERNANDO CHANDIA ,IND,Sin Pacto,No,6,1992 - 1994 / 2000 - 2004,"1992, 1996, 2000, 2004, 2008",,
Trehuaco,LUIS CUEVAS,IND,Concertación,Sí,8,2004 - 2012,"1992, 1996, 2000, 2004, 2008",,
Tucapel,JAIME VELOSO ,IND,Coalición,Sí,12,2000 - 2012,"2000, 2004, 2008",,
Tucapel,CRISTIAN SOTO,IND,Más Humanos,No,0,Ninguno,No,,
Tucapel,JOSE FERNANDEZ,IND,Concertación,No,0,Ninguno,No,http://www.facebook.com/joseantonio.fernandez.3336,
Tucapel,JOSE PEREIRA,IND,Regionalistas e Independientes,No,0,Ninguno,2000,http://www.facebook.com/JosePereiraAlcalde,
Valdivia,CARLOS ATMMANN ,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/carlosamtmann,Carlosamtmann
Valdivia,OMAR SABAT,IND,Coalición,No,0,Ninguno,No,https://www.facebook.com/OmarSabatAlcalde,Omar_Sabat
Vallenar,CRISTIAN TAPIA,MAS,Más Humanos,Sí,4,2008 - 2012,2008,https://www.facebook.com/cristiantapia.alcalde,
Vallenar,FERNANDO FLORES,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/fernandofloresfredes,
Vallenar,PABLO OGALDE ,IND,El cambio por ti,No,0,Ninguno,"2000, 2008",https://www.facebook.com/pablo.ogaldealcaldeporvallenar,
Valparaíso, FRANCISCO MARIN ,PI,Igualdad para Chile,No,0,Ninguno,No,https://www.facebook.com/panchomarincastro,Amigopancho
Valparaíso, YURI ZUÑIGA ,IND,Regionalistas e Independientes,No,0,Ninguno,No,https://www.facebook.com/companeroyuri.zunigados,
Valparaíso,HERNAN PINTO,DC,Concertación,No,12,1992 - 2004,"1992, 1996, 2000",https://www.facebook.com/hernan.pintomiranda,
Valparaíso,JORGE BUSTOS ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/JorgeBustosValparaiso,Jbustosb
Valparaíso,CARLOS JOHNSON ,PH,Más Humanos,No,0,Ninguno,No,,
Valparaíso,JORGE CASTRO ,UDI,Coalición,Sí,4,2008-2012,"1992, 1996, 2000, 2008",http://www.facebook.com/pages/Jorge-Castro-Mu%C3%B1oz-Oficial/321040651245848,Jorgecastrovalp
Vichuquén,MIGUEL VELIZ ,RN,Coalición,No,0,Ninguno,2008,,
Vichuquén,JUAN ERNESTO BRAVO,DC,Concertación,No,4,2000-2004,"1992, 1996, 2000, 2004",,
Vichuquén,CARLOS REYES,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/profile.php?id=100004128042058,
Vichuquén,ROMAN PAVEZ,PPD,Por un Chile Justo,Sí,4,2008-2012,2008,https://www.facebook.com/romanpavez,Alcaldepavez
Victoria,JORGE SAFFIRIO ,DC,Concertación,No,4,2000-2008,"1996, 2000, 2004, 2008",https://www.facebook.com/jorge.saffirio,
Victoria,ALVARO GREENHILL,UDI,Coalición,No,0,Ninguno,"1996, 2000",https://www.facebook.com/alvarogreenhill.alcalde,
Victoria,HUGO MONSALVES,PRI,Regionalistas e Independientes,Sí,4,2008-2012,"1996, 2000, 2004, 2008",,
Vicuña,FERNANDO GUAMAN,UDI,Coalición,Sí,12,1996-2004/2008-2012,"1996, 2000, 2004, 2008",https://www.facebook.com/pages/Fernando-Guam%C3%A1n/221906591269600,FdoGuaman
Vicuña,GLORIA TORRES,IND,Sin Pacto,No,4,2004-2008,"2004, 2008",http://www.facebook.com/pages/Gloria-Torres-Espejo/266274726815243,
Vicuña,RAFAEL VERA ,DC,Concertación,No,0,Ninguno,"2004, 2008",https://www.facebook.com/RafaelEnriqueVeraCastillo,Rafael_Vera
Vilcún,ENRIQUE PALOMERA,IND,Coalición,No,0,Ninguno,No,https://www.facebook.com/pages/Enrique-Palomera-Alcalde-Vilcún-2012/367136420021920,
Vilcún,SUSANA AGUILERA ,PPD,Por un Chile Justo,No,0,Ninguno,No,https://www.facebook.com/pages/Susana-Aguilera-Alcaldesa-Vilcun-2012/171762592908,
Vilcún,PATRICIO VILLANUEVA,IND,Sin Pacto,Sí,8,2004 - 2012,"2004, 2008",https://www.facebook.com/profile.php?id=100004471443203,PVR1963
Villa Alegre,SERGIO CARVAJAL ,PH,Más Humanos,No,0,Ninguno,No,,
Villa Alegre,PABLO NAVARRETE,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/pablo.navarretetarrago,
Villa Alegre,ARTURO PALMA,PPD,Por un Chile Justo,Sí,12,2000 - 2012,"1996, 2000, 2004, 2008",,
Villa Alemana,ALONSO FIERRO,PRO,El cambio por ti,No,0,Ninguno,No,,
Villa Alemana,FERNANDO OLMEDO,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/FernandodeValparaiso,Olmedo2012
Villa Alemana,JOSE SABAT,IND,Coalición,Sí,4,2008-2012,2008,https://www.facebook.com/jose.s.marcos,
Villa Alemana,RAUL BUSTAMANTE ,IND,Sin Pacto,No,8,2000-2008,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/don.r.bustamante.1,
Villarrica, HERMES MEDINA ,PRI,Regionalistas e Independientes,No,0,Ninguno,No,https://www.facebook.com/hermes.medinaalcaldeparavillarrica,
Villarrica,JUAN BUSTAMANTE,DC,Concertación,No,0,Ninguno,"1992, 1996",https://www.facebook.com/juan.bustamantesepulveda.5,
Villarrica,PABLO ASTETE,RN,Coalición,Sí,4,2008-2012,"1996, 2000, 2008",,
Viña del Mar,RENE LUES ,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/rene.luesalcalde,Renelues
Viña del Mar,VIRGINIA REGINATO,UDI,Coalición,Sí,8,2004 - 2012,2000,https://www.facebook.com/pages/Virginia-Reginato/108440775846650,Cotyreginato
Vitacura,RAUL TORREALBA,RN,Coalición,Si,16,1996-2012,"1996, 2000,2004, 2008",,
Vitacura,FERNANDO BORQUEZ,PPD,Por un Chile Justo,No,0,Ninguno,"1996, 2000, 2008",https://www.facebook.com/pages/Fernando-B%C3%B3rquez/272097846233099,@borquezu
Vitacura,ALVARO TRONCOSO ,MAS,Más Humanos,No,0,Ninguno,No,http://www.facebook.com/alvaro.troncoso.o/84800909,A_troncoso
Yerbas Buenas,JUAN PEREIRA,IND,Coalición,No,0,Ninguno,No,,
Yerbas Buenas,LUIS GUZMAN,PRSD,Por un Chile Justo,Sí,4,2008-2012,2008,,luis_guzmant
Yerbas Buenas,LUIS CADEGAN,IND,Sin Pacto,No,8,2000-2008,"1992, 1996, 2000, 2004",,
Yumbel,CAMILO CABEZAS,PH,Más Humanos,Sí,0,2008 -  2012,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/CamiloCabezasVegaAlcalde20132016,CamiloCabezasV
Yumbel,JOSE ESPARZA ,UDI,Coalición,No,0,Ninguno,No,,
Yumbel,SERGIO VILLALOBOS,IND,Sin Pacto,No,0,Ninguno,No,,
Yumbel,RAUL BETANCUR,IND,Por un Chile Justo,No,16,1992 - 2008,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/pages/Ra%C3%BAl-Betancur-Mucho-Mejor-Alcalde-E-1/306435086064995,
Yungay,LUIS CARDENAS ,DC,Concertación,No,16,1992 - 2008,"1992, 1996, 2000, 2004, 2008",,
Yungay,PEDRO INOSTROZA,UDI,Coalición,Sí,4,2008 - 2012,2008,,
Yungay,JULIO CESAR ROSALES,IND,Sin Pacto,No,0,Ninguno,2008,,
Zapallar,NICOLAS COX,RN,Coalición,Sí,8,2004 - 2012,"2004, 2008",http://www.facebook.com/nicolascoxurrejola?fref=ts,
Zapallar,FELIPE CACERES ,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/pages/Felipe-C%C3%A1ceres-2012-un-nuevo-alcalde-para-Zapallar/290079871041203,felipezapallar
